annotation_id;source_json;caption;Maschine_Label;manual_plot;manual_photo;manual_diagram;unclear;notes;manual_label
824;10.1101_2025.04.17.649325.json;Fig. 7. PSD between REF, C-IC, and I-ECG RR intervals for participant 1. VLF, LF, and HF bands are analyzed across REF (blue), C-IC (orange), and I-ECG (green) signals.;;1;;;;;Plot
825;10.1101_2025.01.22.633938.json;Figure 7. Functional assessment of CFTR-deficient cells edited to express functional CFTR. ( A ) Schematic depicting workflow for LNP-mediated editing of 16HBEgeG542x cells and expansion, and downstream functional analysis of gene edited 16HBEgeG542X cells (G542x-CFTR). ( B ) Droplet digital PCR (ddPCR) data reflecting site-specific integration of a codon-optimized CFTR cassette within the 5'UTR of the endogenous CFTR gene and ( C ) metabolic tetrazolium salt (MTS) assay data depicting cell survival relative to the untreated condition in G542x-CFTR cells 24 h after treatment with LNPs at various dosages. One-way analyses of variance (ANOVA) were performed, with the threshold of statistical significance set at p < 0.05. ( D ) Western blot images depicting protein expression and ( E ) densitometry measurements in cultures expanded from G542x-CFTR cells. ( F ) Transepithelial current clamp (TECC) traces depicting equivalent CFTR-dependent Cl- ion current in CF mutant 16HBEgeG542X cells, wild type 16HBE14o- cells, and G542x-CFTR cells, with each row representing a separate set of technical replicates.;;1;;1;;;Plot+Diagram
826;10.1101_2024.07.02.601807.json;Figure 2: Overview of the PanMAN data structure. ( a ) Illustration of the top-level coordinate system in a PanMAT. The block sequences are first linearized with the help of multiple-sequence alignment and stored at the 'pseudo-root' of the PanMAT. ( b ) Illustration of the middle and lower-level coordinate system in PanMAT. These levels are based on a nucleotide-level multiple-sequence alignment of the consensus sequence with all sequences within a block. (c) Illustration of how PanMAN generalizes PanMATs to store complex mutations, namely, recombination and horizontal gene transfer, using network edges.;;;;1;;;Diagram
828;10.1101_2025.03.18.643707.json;Figure 4. Supplementation of rIL-18 improved arthritis and epithelial barrier;;1;1;;;;Plot+Photo
829;10.1101_2025.08.22.671636.json;"Fig. 5. Seasonal variation in semen parameters of wild rock hyrax males collected via electroejaculation in 2023. Semen samples were obtained from wild males just before the onset of peak reproductive activity (P-BS) and again 3 -4 weeks later (A-BS). Ejaculates were collected via electroejaculation directly into 500 µ L of semen extender (EquiPlus, Minitube) for sperm preservation during initial analysis. Shown are progressive motility, normal morphology, sperm concentration, total sperm per ejaculate, total motile sperm per ejaculate, and total progressively motile morphologically normal (PMMN) sperm per ejaculate. Each dot represents an individual sample; horizontal lines indicate the median, and whiskers show the inter-quartile range (IQR). Comparisons between P-BS and A-BS were made using the Mann -Whitney test, with P-values shown in each panel.";;1;;;;;Plot
832;10.1101_2025.04.22.650000.json;"Figure 8. Single cell ""hidden"" bi-stability and its relation to high frequency pacing. (A) Phase space trajectory and corresponding voltage trace at short pacing period (180 𝑚𝑠 ). (B) Formation of the quasi-steady-state in the center of an irradiated region during a train of 17 and 37 high frequency (180𝑚𝑠 period) pulses. (C) Single cell bi-stability. (1) Single cell IV curve for an for illuminated cell (1.72 𝑚𝑊 ∕ 𝑚𝑚 2 ) subject to a bias current. (2) Membrane voltage traces for stimulation periods of 1000 and 180 𝑚𝑠 and stimulation amplitudes of -20 and 50 𝑚𝑉 . A transition to the depolarised stable state occurred for short stimulation periods and low stimulation amplitudes. (D) Effect of spatially uniform voltage perturbations of different amplitudes (-58, -20, and 50 𝑚𝑉 ) and a period of 180 𝑚𝑠 in cardiomyocyte monolayers. The top trace and phase space projection show the effect of perturbations when oscillation is ongoing, while the bottom ones show how perturbations affect the tissue is in the stationary resting state. At an amplitude of -20 𝑚𝑉 (2) oscillations were terminated when ongoing and could not be initiated when the tissue was in the resting state. In the other two cases (1,3), the opposite happened.";;1;;1;;;Plot+Diagram
833;10.1101_2025.04.25.650619.json;Figure 2 : Decoy ( Gap detection) task performance. Dots represent individual data. Error bars show SEM. No difference was observed in terms of RTs and hit rate between REG and RND conditions.;;1;;;;;Plot
834;10.1101_2025.04.10.648182.json;"Figure 2 - Results of stimulation system modelling. Predicted relationship between the partition coefficient (Khl) and ( A ) the global mass transfer coefficient from source liquid to source headspace (kglob); and ( B ) the dimensionless concentration at dynamic pseudo-stationary regime inside the source's headspace (Yh,psr). Different line styles and colors indicate alternative couples of kh and kl values. Predicted time-course of the odorant concentration (C) inside the source headspace and ( D ) at the source outlet for 4 Khl values. Simulation parameters: in A-D: A = 1.38 cm² and Qs = 200 mL.min -1 , i.e. values of the odor delivery device. In C, V l = 1 mL and V h = 3 mL, settings of the odor delivery device, kl = 10 -5 and kh = 10 -2 . In D, simulations are for a transport compartment with the same dimensions as a PID inlet needle ( V c = 0.026 mL, Q c = 750 mL/min) located at source outlet.";;1;;;;;Plot
835;10.1101_2025.03.09.642188.json;Figure 1: Approaches to PPI modeling and MINT overview. a, Existing PLMs either process multiple interacting proteins either by concatenating the output embeddings (left) or concatenating the input tokens (right). The former involves making multiple passes into the PLM to generate embeddings for each sequence independently, and then concatenating them. The latter treats interacting sequences as a single sequence, and generates the embeddings for the concatenated sequence. b, MINT treats multiple interacting sequences as separate entities, and generates embeddings in a contextual manner that conserves crosssequence relationships and maintains scalability. This enables it to learn from the vast number for physical PPIs from STRINGDB [20] using the modified version of the MLM loss. c, The workflow and architecture of MINT. Each protein sequence is tokenized using the ESM-2 tokenizer [10] and special tokens are added for the start and end of sequence. Note here that we add these special tokens for each interacting sequence, maintaining sequence identity. Our architecture involves the adding of cross-attention blocks to the base ESM-2 model. This results in the output representations of each token being affected by the tokens in the same sequence, and those in the interacting sequences. Each block is repeated L times, where L is 33 for MINT. d, A non-exhaustive list of protein types, PPI properties and research questions that can be evaluated using MINT. We benchmark it on general protein complex, antibody and TCR-Epitope-MHC interactions against other PLMs. We then give examples of the type of novel analysis that can be done using MINT by predicting oncogenic PPIs and SARS-CoV-2 antibody cross-neutralization using experimentally labeled data.;;;;1;;;Diagram
836;10.1101_2025.04.25.650564.json;with ITC without ITC shared;;1;;;;;Plot
837;10.1101_2025.08.22.671799.json;"Figure S3. Bar charts showing (A) the distribution of heavy V gene family usage across the human antibodies in Pox-AbDab relative to a sample of the baseline natural repertoire from the Observed Antibody Space (OAS) database (38, 39); (B) the distribution of light V gene family usage across the human antibodies in Pox-AbDab relative to a sample of the baseline natural repertoire from the Observed Antibody Space (OAS) database (38, 39); (C) the distribution of heavy V gene family usage across the murine antibodies in Pox-AbDab; (D) the distribution of light V gene family usage across the murine antibodies in Pox-AbDab. Comparison against the natural human repertoire is based on 5000 randomly samples natural antibody sequence from the Jaffe et al., 2022 (53) as stored in OAS.";;1;;;;;Plot
839;10.1101_2025.09.18.677196.json;Figure 1 - The spliceosome is modulated in both DR and transient mTOR suppressed conditions. Spliceosome genes which respond similarly between DR and transient mTOR suppression. 32 spliceosome-annotated genes were significantly differentially expressed (adjusted p-values ≤ 0.05) and showed concordant transcriptional change in response to transient mTOR suppression and DR in Drosophila melanogaster . The vast majority of these (30 of the 32) were upregulated. The five genes from this set we subsequently tested for lifespan phenotypes are indicated, and represent the top 5 significant genes in the DR treatment that also responded to mTOR suppression.;;1;;;;;Plot
840;10.1101_2024.06.06.597786.json;Fig. 4 Interaction analyses identify FGF9 signaling in DRG neuronal regulation of fracture callus cell osteogenesis. a Cell-cell communication network shows the number of interactions between DRG neurons to each callus cell type identified by CellChat (all cells derived from d14 post-injury and control conditions). b Dot plot of probability of inferred pathways from neurons to mesenchymal cells (d14 post-fracture cells used). c Relative information flow of pathways identified from b , from skeletal-innervating neurons (tdT + ) and non-skeletalinnervating neurons (tdT -) to mesenchymal cells. d Heatmaps of the number of interactions within FGF, and HH signaling. Only signaling pathways with significant predicted neuronal senders are shown. Other pathways shown in Extended Data Fig. 9. e Circos plot visualization to show active ligand-target links from tdT + neurons to mesenchymal cells at d14. f Average expression of predicted ligands from e by dot plot among tdT + neurons, tdT -neurons and mesenchymal cells. g Line graphs of average expression of Fgf9 and Shh within tdT + or tdT -neurons across timepoints. **p<0.01 for comparisons in gene expression between tdT + vs tdT -neurons at each time point. h Co-immunostaining for TUBB3 and FGF9 within fracture callus tissue (d14). i Co-immunostaining for TUBB3 and FGF9 in cultured DRG neurons. j FGF9 and tdT co-immunostaining of T1 DRG after AAV-PHP.S labeling. k Top:;;1;1;1;;;Plot+Diagram+Photo
